order_id,order_date,ship_date,customer_id,product_id,region_id,sales,quantity,discount,profit,order_date_id,ship_date_id,segment,city_x,state_x,country_x,product_name,category,sub_category,region,country_y,state_y,city_y,date_id,date,year,month,quarter,day,day_name
CA-2014-115812,2014-06-09,1900-01-01,BH-11710,OFF-AP-10002892,8,114.9,5,0.0,34.47,4,1238,Consumer,Los Angeles,California,United States,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,West,United States,California,Los Angeles,4,2014-06-09,2014,6,2,9,Monday
CA-2014-115812,2014-06-09,1900-01-01,BH-11710,FUR-TA-10001539,8,1706.184,9,0.2,85.3092,4,1238,Consumer,Los Angeles,California,United States,Chromcraft Rectangular Conference Tables,Furniture,Tables,West,United States,California,Los Angeles,4,2014-06-09,2014,6,2,9,Monday
CA-2014-115812,2014-06-09,1900-01-01,BH-11710,TEC-PH-10002033,8,911.424,4,0.2,68.3568,4,1238,Consumer,Los Angeles,California,United States,Konftel 250 Conference phone - Charcoal black,Technology,Phones,West,United States,California,Los Angeles,4,2014-06-09,2014,6,2,9,Monday
CA-2014-105893,2014-11-11,1900-01-01,PK-19075,OFF-ST-10004186,9,665.88,6,0.0,13.3176,8,1238,Consumer,Milwaukee,Wisconsin,United States,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,Central,United States,Texas,Fort Worth,8,2014-11-11,2014,11,4,11,Tuesday
CA-2016-137330,2016-12-09,1900-01-01,KB-16585,OFF-AR-10000246,9,19.46,7,0.0,5.0596,11,1238,Corporate,Springfield,Oregon,United States,Newell 318,Office Supplies,Art,Central,United States,Texas,Fort Worth,11,2016-12-09,2016,12,4,9,Friday
CA-2016-137330,2016-12-09,1900-01-01,KB-16585,OFF-AP-10001492,9,60.34,7,0.0,15.6884,11,1238,Corporate,Springfield,Oregon,United States,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Central,United States,Texas,Fort Worth,11,2016-12-09,2016,12,4,9,Friday
CA-2016-110366,2016-09-05,2016-09-07,JD-15895,FUR-FU-10004848,10,82.8,2,0.2,10.35,65,1238,Corporate,Las Vegas,Nevada,United States,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,East,United States,Pennsylvania,Philadelphia,65,2016-09-05,2016,9,3,5,Monday
CA-2017-120999,2017-09-10,1900-01-01,LC-16930,TEC-PH-10004093,9,147.168,4,0.2,16.5564,19,1238,Corporate,New York City,New York,United States,Panasonic Kx-TS550,Technology,Phones,Central,United States,Texas,Fort Worth,19,2017-09-10,2017,9,3,10,Sunday
CA-2016-118255,2016-03-11,1900-01-01,ON-18715,TEC-AC-10000171,9,45.98,2,0.0,19.7714,22,1238,Corporate,Tempe,Arizona,United States,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,Central,United States,Texas,Fort Worth,22,2016-03-11,2016,3,1,11,Friday
CA-2016-118255,2016-03-11,1900-01-01,ON-18715,OFF-BI-10003291,9,17.46,2,0.0,8.2062,22,1238,Corporate,Tempe,Arizona,United States,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,Central,United States,Texas,Fort Worth,22,2016-03-11,2016,3,1,11,Friday
CA-2016-105816,2016-12-11,1900-01-01,JM-15265,OFF-FA-10000304,10,15.26,7,0.0,6.2566,26,1238,Corporate,Seattle,Washington,United States,Advantus Push Pins,Office Supplies,Fasteners,East,United States,Pennsylvania,Philadelphia,26,2016-12-11,2016,12,4,11,Sunday
CA-2016-105816,2016-12-11,1900-01-01,JM-15265,TEC-PH-10002447,10,1029.95,5,0.0,298.6855,26,1238,Corporate,Seattle,Washington,United States,AT&T CL83451 4-Handset Telephone,Technology,Phones,East,United States,Pennsylvania,Philadelphia,26,2016-12-11,2016,12,4,11,Sunday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,TEC-MA-10002428,10,464.97,3,0.0,209.2365,585,1238,Consumer,San Francisco,California,United States,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
CA-2016-117590,2016-12-08,2016-12-10,GH-14485,TEC-PH-10004977,9,1097.544,7,0.2,123.4737,17,108,Corporate,Richardson,Texas,United States,GE 30524EE4,Technology,Phones,Central,United States,Texas,Fort Worth,17,2016-12-08,2016,12,4,8,Thursday
CA-2016-117590,2016-12-08,2016-12-10,GH-14485,FUR-FU-10003664,9,190.92,5,0.6,-147.963,17,108,Corporate,Richardson,Texas,United States,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,Central,United States,Texas,Fort Worth,17,2016-12-08,2016,12,4,8,Thursday
CA-2016-111682,1900-01-01,1900-01-01,TB-21055,OFF-AR-10001868,10,1.68,1,0.0,0.84,1238,1238,Consumer,Meriden,Connecticut,United States,Prang Dustless Chalk Sticks,Office Supplies,Art,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2014-104269,2014-03-01,2014-03-06,DB-13060,FUR-CH-10004063,8,457.568,2,0.2,51.4764,73,1238,Consumer,Costa Mesa,California,United States,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,West,United States,California,Los Angeles,73,2014-03-01,2014,3,1,1,Saturday
CA-2017-126382,2017-06-03,2017-06-07,HK-14890,FUR-FU-10002960,7,35.168,7,0.2,9.6712,96,1238,Corporate,Houston,Texas,United States,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,South,United States,Kentucky,Henderson,96,2017-06-03,2017,6,2,3,Saturday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,FUR-FU-10002918,10,181.96,2,0.0,20.0156,585,1238,Consumer,San Francisco,California,United States,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,OFF-LA-10000476,10,12.39,3,0.0,5.6994,585,1238,Consumer,San Francisco,California,United States,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,OFF-BI-10002854,10,84.09,3,0.0,42.045,585,1238,Consumer,San Francisco,California,United States,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,OFF-AR-10002987,10,79.36,4,0.0,32.5376,585,1238,Consumer,San Francisco,California,United States,Prismacolor Color Pencil Set,Office Supplies,Art,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,OFF-BI-10004001,10,153.36,9,0.0,70.5456,585,1238,Consumer,San Francisco,California,United States,GBC Recycled VeloBinder Covers,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,OFF-BI-10001634,10,43.68,6,0.0,21.4032,585,1238,Consumer,San Francisco,California,United States,Wilson Jones Active Use Binders,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
CA-2015-132626,2015-07-09,1900-01-01,BT-11680,OFF-ST-10003722,10,98.21,7,0.0,28.4809,585,1238,Consumer,San Francisco,California,United States,Project Tote Personal File,Office Supplies,Storage,East,United States,Pennsylvania,Philadelphia,585,2015-07-09,2015,7,3,9,Thursday
US-2015-150630,1900-01-01,1900-01-01,TB-21520,OFF-EN-10001509,10,3.264,2,0.2,1.1016,1238,1238,Consumer,Jackson,Michigan,United States,Poly String Tie Envelopes,Office Supplies,Envelopes,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
US-2015-150630,1900-01-01,1900-01-01,TB-21520,OFF-AR-10004042,10,86.304,6,0.2,9.7092,1238,1238,Consumer,Jackson,Michigan,United States,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
US-2015-150630,1900-01-01,1900-01-01,TB-21520,OFF-BI-10001525,10,6.858,6,0.7,-5.715,1238,1238,Consumer,Jackson,Michigan,United States,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
US-2015-150630,1900-01-01,1900-01-01,TB-21520,OFF-AR-10001683,10,15.76,2,0.2,3.546,1238,1238,Consumer,Jackson,Michigan,United States,Lumber Crayons,Office Supplies,Art,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-107727,1900-01-01,1900-01-01,MA-17560,OFF-PA-10000249,9,29.472,3,0.2,9.9468,1238,1238,Home Office,Sheboygan,Wisconsin,United States,Easy-staple paper,Office Supplies,Paper,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-117415,1900-01-01,1900-01-01,SN-20710,OFF-EN-10002986,9,113.328,9,0.2,35.415,1238,1238,Home Office,Covington,Washington,United States,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-117415,1900-01-01,1900-01-01,SN-20710,FUR-BO-10002545,9,532.3992,3,0.32,-46.9764,1238,1238,Home Office,Covington,Washington,United States,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-117415,1900-01-01,1900-01-01,SN-20710,FUR-CH-10004218,9,212.058,3,0.3,-15.147,1238,1238,Home Office,Covington,Washington,United States,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-117415,1900-01-01,1900-01-01,SN-20710,TEC-PH-10000486,9,371.168,4,0.2,41.7564,1238,1238,Home Office,Covington,Washington,United States,Plantronics HL10 Handset Lifter,Technology,Phones,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-101343,1900-01-01,1900-01-01,RA-19885,OFF-ST-10003479,8,77.88,2,0.0,3.894,1238,1238,Corporate,Los Angeles,California,United States,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,West,United States,California,Los Angeles,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-139619,1900-01-01,1900-01-01,ES-14080,OFF-ST-10003282,7,95.616,2,0.2,9.5616,1238,1238,Corporate,Tucson,Arizona,United States,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,South,United States,Kentucky,Henderson,1238,1900-01-01,1900,1,1,1,Unknown
CA-2014-146703,1900-01-01,1900-01-01,PO-18865,OFF-ST-10001713,9,211.96,4,0.0,8.4784,1238,1238,Consumer,Indianapolis,Indiana,United States,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-169194,1900-01-01,1900-01-01,LH-16900,TEC-AC-10002167,10,45.0,3,0.0,4.95,1238,1238,Consumer,Dover,Delaware,United States,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-169194,1900-01-01,1900-01-01,LH-16900,TEC-PH-10003988,10,21.8,2,0.0,6.104,1238,1238,Consumer,Dover,Delaware,United States,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-115742,1900-01-01,1900-01-01,DP-13000,OFF-BI-10004410,9,38.22,6,0.0,17.9634,1238,1238,Consumer,New York City,New York,United States,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-115742,1900-01-01,1900-01-01,DP-13000,OFF-LA-10002762,9,75.18,6,0.0,35.3346,1238,1238,Consumer,New York City,New York,United States,Avery 485,Office Supplies,Labels,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-115742,1900-01-01,1900-01-01,DP-13000,FUR-FU-10001706,9,6.16,2,0.0,2.9568,1238,1238,Consumer,New York City,New York,United States,Longer-Life Soft White Bulbs,Furniture,Furnishings,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2015-115742,1900-01-01,1900-01-01,DP-13000,FUR-CH-10003061,9,89.99,1,0.0,17.0981,1238,1238,Consumer,New York City,New York,United States,"Global Leather Task Chair, Black",Furniture,Chairs,Central,United States,Texas,Fort Worth,1238,1900-01-01,1900,1,1,1,Unknown
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,OFF-AR-10002671,8,1113.024,8,0.2,111.3024,30,326,Corporate,Gilbert,Arizona,United States,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,West,United States,California,Los Angeles,30,2014-12-05,2014,12,4,5,Friday
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,TEC-PH-10002726,8,167.968,4,0.2,62.988,30,326,Corporate,Gilbert,Arizona,United States,netTALK DUO VoIP Telephone Service,Technology,Phones,West,United States,California,Los Angeles,30,2014-12-05,2014,12,4,5,Friday
CA-2016-119823,2016-06-04,2016-06-06,KD-16270,OFF-PA-10000482,7,75.88,2,0.0,35.6636,31,113,Consumer,Los Angeles,California,United States,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,South,United States,Kentucky,Henderson,31,2016-06-04,2016,6,2,4,Saturday
CA-2016-111682,1900-01-01,1900-01-01,TB-21055,OFF-ST-10000604,10,208.56,6,0.0,52.14,1238,1238,Consumer,Meriden,Connecticut,United States,Home/Office Personal File Carts,Office Supplies,Storage,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-111682,1900-01-01,1900-01-01,TB-21055,OFF-PA-10001569,10,32.4,5,0.0,15.552,1238,1238,Consumer,Meriden,Connecticut,United States,Xerox 232,Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-111682,1900-01-01,1900-01-01,TB-21055,FUR-CH-10003968,10,319.41,5,0.1,7.098,1238,1238,Consumer,Meriden,Connecticut,United States,Novimex Turbo Task Chair,Furniture,Chairs,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-111682,1900-01-01,1900-01-01,TB-21055,OFF-PA-10000587,10,14.56,2,0.0,6.9888,1238,1238,Consumer,Meriden,Connecticut,United States,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,TEC-AC-10000158,8,179.95,5,0.0,37.7895,167,1238,Consumer,San Bernardino,California,United States,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,TEC-CO-10004115,8,1199.976,3,0.2,434.9913,167,1238,Consumer,San Bernardino,California,United States,Sharp AL-1530CS Digital Copier,Technology,Copiers,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,OFF-PA-10003724,8,27.15,5,0.0,13.3035,167,1238,Consumer,San Bernardino,California,United States,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,FUR-TA-10002041,8,1004.024,7,0.2,-112.9527,167,1238,Consumer,San Bernardino,California,United States,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,OFF-PA-10002893,8,9.68,1,0.0,4.6464,167,1238,Consumer,San Bernardino,California,United States,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,OFF-LA-10003766,8,28.35,9,0.0,13.608,167,1238,Consumer,San Bernardino,California,United States,Self-Adhesive Removable Labels,Office Supplies,Labels,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,OFF-PA-10001970,8,55.98,1,0.0,27.4302,167,1238,Consumer,San Bernardino,California,United States,Xerox 1881,Office Supplies,Paper,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,FUR-BO-10001972,8,1336.829,13,0.15,31.4548,167,1238,Consumer,San Bernardino,California,United States,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2017-117457,2017-12-08,2017-12-12,KH-16510,FUR-CH-10003956,8,113.568,2,0.2,-18.4548,167,1238,Consumer,San Bernardino,California,United States,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,West,United States,California,Los Angeles,167,2017-12-08,2017,12,4,8,Friday
CA-2016-115756,2016-09-05,2016-09-07,PK-19075,FUR-FU-10000246,9,12.22,1,0.0,3.666,65,1238,Consumer,Milwaukee,Wisconsin,United States,Aluminum Document Frame,Furniture,Furnishings,Central,United States,Texas,Fort Worth,65,2016-09-05,2016,9,3,5,Monday
CA-2016-115756,2016-09-05,2016-09-07,PK-19075,OFF-ST-10000060,9,194.94,3,0.0,23.3928,65,1238,Consumer,Milwaukee,Wisconsin,United States,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,Central,United States,Texas,Fort Worth,65,2016-09-05,2016,9,3,5,Monday
CA-2016-127208,2016-06-12,1900-01-01,SC-20770,OFF-AP-10002118,7,208.16,1,0.0,56.2032,2,1238,Corporate,San Francisco,California,United States,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,South,United States,Kentucky,Henderson,2,2016-06-12,2016,6,2,12,Sunday
CA-2016-127208,2016-06-12,1900-01-01,SC-20770,OFF-BI-10002309,7,16.74,3,0.0,8.0352,2,1238,Corporate,San Francisco,California,United States,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,South,United States,Kentucky,Henderson,2,2016-06-12,2016,6,2,12,Sunday
US-2017-118038,2017-12-09,2017-12-11,KB-16600,OFF-BI-10004182,9,1.248,3,0.8,-1.9344,35,158,Corporate,Columbus,Indiana,United States,Economy Binders,Office Supplies,Binders,Central,United States,Texas,Fort Worth,35,2017-12-09,2017,12,4,9,Saturday
US-2017-118038,2017-12-09,2017-12-11,KB-16600,FUR-FU-10000260,9,9.708,3,0.6,-5.8248,35,158,Corporate,Columbus,Indiana,United States,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,Central,United States,Texas,Fort Worth,35,2017-12-09,2017,12,4,9,Saturday
US-2017-161193,1900-01-01,1900-01-01,BT-11680,FUR-FU-10000206,10,4.656,2,0.2,1.5714,1238,1238,Consumer,San Francisco,California,United States,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,East,United States,Pennsylvania,Philadelphia,1238,1900-01-01,1900,1,1,1,Unknown
CA-2016-115756,2016-09-05,2016-09-07,PK-19075,OFF-ST-10003058,9,70.95,3,0.0,20.5755,65,1238,Consumer,Milwaukee,Wisconsin,United States,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,Central,United States,Texas,Fort Worth,65,2016-09-05,2016,9,3,5,Monday
CA-2016-115756,2016-09-05,2016-09-07,PK-19075,OFF-PA-10002222,9,91.36,4,0.0,42.0256,65,1238,Consumer,Milwaukee,Wisconsin,United States,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Central,United States,Texas,Fort Worth,65,2016-09-05,2016,9,3,5,Monday
CA-2016-115756,2016-09-05,2016-09-07,PK-19075,FUR-CH-10002372,9,242.94,3,0.0,29.1528,65,1238,Consumer,Milwaukee,Wisconsin,United States,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Central,United States,Texas,Fort Worth,65,2016-09-05,2016,9,3,5,Monday
CA-2016-115756,2016-09-05,2016-09-07,PK-19075,OFF-LA-10001317,9,22.05,7,0.0,10.584,65,1238,Consumer,Milwaukee,Wisconsin,United States,Avery 520,Office Supplies,Labels,Central,United States,Texas,Fort Worth,65,2016-09-05,2016,9,3,5,Monday
US-2017-118038,2017-12-09,2017-12-11,KB-16600,OFF-ST-10000615,9,27.24,3,0.2,2.724,35,158,Corporate,Columbus,Indiana,United States,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,Central,United States,Texas,Fort Worth,35,2017-12-09,2017,12,4,9,Saturday
CA-2014-139451,2014-10-12,1900-01-01,DN-13690,OFF-AR-10002053,8,14.9,5,0.0,4.172,37,1238,Consumer,San Francisco,California,United States,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,West,United States,California,Los Angeles,37,2014-10-12,2014,10,4,12,Sunday
CA-2015-149734,2015-09-03,2015-09-08,JC-16105,OFF-EN-10000927,7,200.984,7,0.2,62.8075,38,1015,Corporate,Minneapolis,Minnesota,United States,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,South,United States,Kentucky,Henderson,38,2015-09-03,2015,9,3,3,Thursday
CA-2014-139451,2014-10-12,1900-01-01,DN-13690,OFF-ST-10002370,8,21.39,1,0.0,6.2031,37,1238,Consumer,San Francisco,California,United States,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,West,United States,California,Los Angeles,37,2014-10-12,2014,10,4,12,Sunday
CA-2016-103730,2016-06-12,1900-01-01,SC-20725,FUR-FU-10002157,10,47.04,3,0.0,18.3456,2,1238,Consumer,Seattle,Washington,United States,Artistic Insta-Plaque,Furniture,Furnishings,East,United States,Pennsylvania,Philadelphia,2,2016-06-12,2016,6,2,12,Sunday
CA-2016-103730,2016-06-12,1900-01-01,SC-20725,OFF-BI-10003910,10,30.84,4,0.0,13.878,2,1238,Consumer,Seattle,Washington,United States,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,East,United States,Pennsylvania,Philadelphia,2,2016-06-12,2016,6,2,12,Sunday
CA-2016-103730,2016-06-12,1900-01-01,SC-20725,OFF-ST-10000777,10,226.56,6,0.0,63.4368,2,1238,Consumer,Seattle,Washington,United States,"Companion Letter/Legal File, Black",Office Supplies,Storage,East,United States,Pennsylvania,Philadelphia,2,2016-06-12,2016,6,2,12,Sunday
CA-2016-159695,2016-04-05,2016-04-10,GM-14455,OFF-ST-10003442,9,158.368,7,0.2,13.8572,42,343,Home Office,Franklin,Massachusetts,United States,Eldon Portable Mobile Manager,Office Supplies,Storage,Central,United States,Texas,Fort Worth,42,2016-04-05,2016,4,2,5,Tuesday
CA-2016-103730,2016-06-12,1900-01-01,SC-20725,OFF-EN-10002500,10,115.02,9,0.0,51.759,2,1238,Consumer,Seattle,Washington,United States,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,East,United States,Pennsylvania,Philadelphia,2,2016-06-12,2016,6,2,12,Sunday
